customer_id,signup_date,region,acquisition_channel,plan_type,monthly_price,subscription_status,sub_start_date,sub_end_date,frequency,total_revenue,last_transaction_date,recency_days,tenure_days,is_churned,avg_region_revenue,region_spend_rank
971,2025-01-27,Asia-Pacific,Referral,Basic,15.0,Cancelled,2025-01-27,2025-10-06,9,135.0,2025-09-24,311,252,1,558.3484162895927,187
148,2024-10-12,Asia-Pacific,Paid Ads,Basic,15.0,Cancelled,2024-10-12,2025-05-28,8,120.0,2025-05-10,448,228,1,558.3484162895927,188
466,2024-12-07,Asia-Pacific,Organic Search,Basic,15.0,Cancelled,2024-12-07,2025-07-23,8,120.0,2025-07-05,392,228,1,558.3484162895927,189
844,2024-07-31,Asia-Pacific,Social Media,Basic,15.0,Cancelled,2024-07-31,2025-03-25,8,120.0,2025-02-26,521,237,1,558.3484162895927,190
231,2024-10-04,Asia-Pacific,Organic Search,Standard,35.0,Cancelled,2024-10-04,2024-12-30,3,105.0,2024-12-03,606,87,1,558.3484162895927,191
306,2024-10-15,Asia-Pacific,Paid Ads,Standard,35.0,Cancelled,2024-10-15,2025-01-10,3,105.0,2024-12-14,595,87,1,558.3484162895927,192
367,2024-11-13,Asia-Pacific,Organic Search,Standard,35.0,Cancelled,2024-11-13,2025-01-30,3,105.0,2025-01-12,566,78,1,558.3484162895927,193
442,2024-10-12,Asia-Pacific,Paid Ads,Basic,15.0,Cancelled,2024-10-12,2025-05-07,7,105.0,2025-04-10,478,207,1,558.3484162895927,194
687,2025-01-15,Asia-Pacific,Social Media,Standard,35.0,Cancelled,2025-01-15,2025-04-07,3,105.0,2025-03-16,503,82,1,558.3484162895927,195
697,2024-03-25,Asia-Pacific,Paid Ads,Standard,35.0,Cancelled,2024-03-25,2024-06-21,3,105.0,2024-05-24,799,88,1,558.3484162895927,196
710,2025-02-23,Asia-Pacific,Paid Ads,Basic,15.0,Cancelled,2025-02-23,2025-09-04,7,105.0,2025-08-22,344,193,1,558.3484162895927,197
858,2024-01-12,Asia-Pacific,Organic Search,Basic,15.0,Cancelled,2024-01-12,2024-07-29,7,105.0,2024-07-10,752,199,1,558.3484162895927,198
207,2025-01-27,Asia-Pacific,Paid Ads,Basic,15.0,Cancelled,2025-01-27,2025-06-28,6,90.0,2025-06-26,401,152,1,558.3484162895927,199
121,2024-07-09,Asia-Pacific,Paid Ads,Basic,15.0,Cancelled,2024-07-09,2024-11-06,5,75.0,2024-11-06,633,120,1,558.3484162895927,200
480,2024-06-21,Asia-Pacific,Paid Ads,Basic,15.0,Cancelled,2024-06-21,2024-11-16,5,75.0,2024-10-19,651,148,1,558.3484162895927,201
543,2024-04-29,Asia-Pacific,Organic Search,Basic,15.0,Cancelled,2024-04-29,2024-09-23,5,75.0,2024-08-27,704,147,1,558.3484162895927,202
623,2025-01-24,Asia-Pacific,Paid Ads,Basic,15.0,Cancelled,2025-01-24,2025-06-04,5,75.0,2025-05-24,434,131,1,558.3484162895927,203
779,2024-11-11,Asia-Pacific,Organic Search,Basic,15.0,Cancelled,2024-11-11,2025-03-16,5,75.0,2025-03-11,508,125,1,558.3484162895927,204
788,2024-02-09,Asia-Pacific,Paid Ads,Basic,15.0,Cancelled,2024-02-09,2024-07-06,5,75.0,2024-06-08,784,148,1,558.3484162895927,205
843,2024-10-11,Asia-Pacific,Organic Search,Basic,15.0,Cancelled,2024-10-11,2025-02-24,5,75.0,2025-02-08,539,136,1,558.3484162895927,206
856,2024-04-21,Asia-Pacific,Paid Ads,Basic,15.0,Cancelled,2024-04-21,2024-08-28,5,75.0,2024-08-19,712,129,1,558.3484162895927,207
869,2024-02-24,Asia-Pacific,Organic Search,Basic,15.0,Cancelled,2024-02-24,2024-07-15,5,75.0,2024-06-23,769,142,1,558.3484162895927,208
874,2024-04-26,Asia-Pacific,Paid Ads,Basic,15.0,Cancelled,2024-04-26,2024-08-25,5,75.0,2024-08-24,707,121,1,558.3484162895927,209
1043,2024-10-05,Asia-Pacific,Organic Search,Basic,15.0,Cancelled,2024-10-05,2025-02-11,5,75.0,2025-02-02,545,129,1,558.3484162895927,210
714,2024-11-07,Asia-Pacific,Organic Search,Standard,35.0,Cancelled,2024-11-07,2024-12-15,2,70.0,2024-12-07,602,38,1,558.3484162895927,211
136,2024-08-01,Asia-Pacific,Paid Ads,Basic,15.0,Cancelled,2024-08-01,2024-11-06,4,60.0,2024-10-30,640,97,1,558.3484162895927,212
482,2024-11-05,Asia-Pacific,Organic Search,Basic,15.0,Cancelled,2024-11-05,2025-02-13,4,60.0,2025-02-03,544,100,1,558.3484162895927,213
652,2025-03-24,Asia-Pacific,Organic Search,Basic,15.0,Cancelled,2025-03-24,2025-07-12,4,60.0,2025-06-22,405,110,1,558.3484162895927,214
857,2024-03-26,Asia-Pacific,Social Media,Basic,15.0,Cancelled,2024-03-26,2024-07-21,4,60.0,2024-06-24,768,117,1,558.3484162895927,215
523,2025-01-11,Asia-Pacific,Paid Ads,Basic,15.0,Cancelled,2025-01-11,2025-04-02,3,45.0,2025-03-12,507,81,1,558.3484162895927,216
553,2024-02-09,Asia-Pacific,Paid Ads,Basic,15.0,Cancelled,2024-02-09,2024-04-15,3,45.0,2024-04-09,844,66,1,558.3484162895927,217
981,2024-07-24,Asia-Pacific,Paid Ads,Basic,15.0,Cancelled,2024-07-24,2024-10-05,3,45.0,2024-09-22,678,73,1,558.3484162895927,218
1039,2024-10-22,Asia-Pacific,Referral,Basic,15.0,Cancelled,2024-10-22,2024-12-21,3,45.0,2024-12-21,588,60,1,558.3484162895927,219
188,2024-05-14,Asia-Pacific,Paid Ads,Basic,15.0,Cancelled,2024-05-14,2024-07-01,2,30.0,2024-06-13,779,48,1,558.3484162895927,220
767,2025-03-11,Asia-Pacific,Paid Ads,Basic,15.0,Cancelled,2025-03-11,2025-04-10,2,30.0,2025-04-10,478,30,1,558.3484162895927,221
548,2024-01-25,Europe,Organic Search,Premium,75.0,Active,2024-01-25,,31,2325.0,2026-07-13,19,919,0,600.942760942761,1
643,2024-01-18,Europe,Referral,Premium,75.0,Active,2024-01-18,,31,2325.0,2026-07-06,26,926,0,600.942760942761,2
1023,2024-01-19,Europe,Social Media,Premium,75.0,Active,2024-01-19,,31,2325.0,2026-07-07,25,925,0,600.942760942761,3
890,2024-03-10,Europe,Organic Search,Premium,75.0,Active,2024-03-10,,30,2250.0,2026-07-28,4,874,0,600.942760942761,4
213,2024-04-01,Europe,Paid Ads,Premium,75.0,Active,2024-04-01,,29,2175.0,2026-07-20,12,852,0,600.942760942761,5
502,2024-03-29,Europe,Referral,Premium,75.0,Active,2024-03-29,,29,2175.0,2026-07-17,15,855,0,600.942760942761,6
615,2024-03-30,Europe,Social Media,Premium,75.0,Active,2024-03-30,,29,2175.0,2026-07-18,14,854,0,600.942760942761,7
693,2024-04-02,Europe,Organic Search,Premium,75.0,Active,2024-04-02,,29,2175.0,2026-07-21,11,851,0,600.942760942761,8
411,2024-04-24,Europe,Paid Ads,Premium,75.0,Active,2024-04-24,,28,2100.0,2026-07-13,19,829,0,600.942760942761,9
1056,2024-05-05,Europe,Organic Search,Premium,75.0,Active,2024-05-05,,28,2100.0,2026-07-24,8,818,0,600.942760942761,10
670,2024-07-02,Europe,Paid Ads,Premium,75.0,Active,2024-07-02,,26,1950.0,2026-07-22,10,760,0,600.942760942761,11
717,2024-06-21,Europe,Social Media,Premium,75.0,Active,2024-06-21,,26,1950.0,2026-07-11,21,771,0,600.942760942761,12
795,2024-08-06,Europe,Referral,Premium,75.0,Active,2024-08-06,,25,1875.0,2026-07-27,5,725,0,600.942760942761,13
955,2024-08-03,Europe,Social Media,Premium,75.0,Active,2024-08-03,,25,1875.0,2026-07-24,8,728,0,600.942760942761,14
972,2024-07-28,Europe,Social Media,Premium,75.0,Active,2024-07-28,,25,1875.0,2026-07-18,14,734,0,600.942760942761,15
238,2024-09-06,Europe,Paid Ads,Premium,75.0,Active,2024-09-06,,24,1800.0,2026-07-28,4,694,0,600.942760942761,16
305,2024-08-29,Europe,Organic Search,Premium,75.0,Active,2024-08-29,,24,1800.0,2026-07-20,12,702,0,600.942760942761,17
344,2024-09-05,Europe,Referral,Premium,75.0,Active,2024-09-05,,24,1800.0,2026-07-27,5,695,0,600.942760942761,18
787,2024-09-08,Europe,Paid Ads,Premium,75.0,Active,2024-09-08,,24,1800.0,2026-07-30,2,692,0,600.942760942761,19
695,2024-09-23,Europe,Referral,Premium,75.0,Active,2024-09-23,,23,1725.0,2026-07-15,17,677,0,600.942760942761,20
498,2024-11-06,Europe,Organic Search,Premium,75.0,Active,2024-11-06,,22,1650.0,2026-07-29,3,633,0,600.942760942761,21
748,2024-11-06,Europe,Organic Search,Premium,75.0,Active,2024-11-06,,22,1650.0,2026-07-29,3,633,0,600.942760942761,22
765,2024-10-17,Europe,Paid Ads,Premium,75.0,Active,2024-10-17,,22,1650.0,2026-07-09,23,653,0,600.942760942761,23
707,2024-11-29,Europe,Organic Search,Premium,75.0,Active,2024-11-29,,21,1575.0,2026-07-22,10,610,0,600.942760942761,24
104,2025-01-07,Europe,Referral,Premium,75.0,Active,2025-01-07,,20,1500.0,2026-07-31,1,571,0,600.942760942761,25
169,2024-12-11,Europe,Organic Search,Premium,75.0,Active,2024-12-11,,20,1500.0,2026-07-04,28,598,0,600.942760942761,26
450,2024-12-14,Europe,Paid Ads,Premium,75.0,Active,2024-12-14,,20,1500.0,2026-07-07,25,595,0,600.942760942761,27
384,2025-02-02,Europe,Paid Ads,Premium,75.0,Active,2025-02-02,,19,1425.0,2026-07-27,5,545,0,600.942760942761,28
460,2025-02-06,Europe,Paid Ads,Premium,75.0,Active,2025-02-06,,19,1425.0,2026-07-31,1,541,0,600.942760942761,29
304,2025-02-12,Europe,Social Media,Premium,75.0,Active,2025-02-12,,18,1350.0,2026-07-07,25,535,0,600.942760942761,30
797,2025-02-26,Europe,Paid Ads,Premium,75.0,Active,2025-02-26,,18,1350.0,2026-07-21,11,521,0,600.942760942761,31
811,2025-03-18,Europe,Organic Search,Premium,75.0,Active,2025-03-18,,17,1275.0,2026-07-11,21,501,0,600.942760942761,32
960,2025-03-16,Europe,Paid Ads,Premium,75.0,Active,2025-03-16,,17,1275.0,2026-07-09,23,503,0,600.942760942761,33
854,2025-04-17,Europe,Referral,Premium,75.0,Active,2025-04-17,,16,1200.0,2026-07-11,21,471,0,600.942760942761,34
1071,2025-05-03,Europe,Paid Ads,Premium,75.0,Active,2025-05-03,,16,1200.0,2026-07-27,5,455,0,600.942760942761,35
293,2024-01-01,Europe,Paid Ads,Standard,35.0,Active,2024-01-01,,32,1120.0,2026-07-19,13,943,0,600.942760942761,36
612,2024-01-02,Europe,Social Media,Standard,35.0,Active,2024-01-02,,32,1120.0,2026-07-20,12,942,0,600.942760942761,37
492,2024-01-17,Europe,Referral,Standard,35.0,Active,2024-01-17,,31,1085.0,2026-07-05,27,927,0,600.942760942761,38
780,2024-02-12,Europe,Referral,Standard,35.0,Active,2024-02-12,,31,1085.0,2026-07-31,1,901,0,600.942760942761,39
102,2024-03-12,Europe,Organic Search,Standard,35.0,Active,2024-03-12,,30,1050.0,2026-07-30,2,872,0,600.942760942761,40
120,2024-02-23,Europe,Organic Search,Standard,35.0,Active,2024-02-23,,30,1050.0,2026-07-12,20,890,0,600.942760942761,41
261,2024-03-02,Europe,Paid Ads,Standard,35.0,Active,2024-03-02,,30,1050.0,2026-07-20,12,882,0,600.942760942761,42
400,2024-03-07,Europe,Paid Ads,Standard,35.0,Active,2024-03-07,,30,1050.0,2026-07-25,7,877,0,600.942760942761,43
603,2024-03-04,Europe,Organic Search,Standard,35.0,Active,2024-03-04,,30,1050.0,2026-07-22,10,880,0,600.942760942761,44
708,2024-02-21,Europe,Social Media,Standard,35.0,Active,2024-02-21,,30,1050.0,2026-07-10,22,892,0,600.942760942761,45
1057,2024-03-04,Europe,Paid Ads,Standard,35.0,Active,2024-03-04,,30,1050.0,2026-07-22,10,880,0,600.942760942761,46
1090,2024-03-10,Europe,Paid Ads,Standard,35.0,Active,2024-03-10,,30,1050.0,2026-07-28,4,874,0,600.942760942761,47
165,2024-04-07,Europe,Paid Ads,Standard,35.0,Active,2024-04-07,,29,1015.0,2026-07-26,6,846,0,600.942760942761,48
303,2024-03-22,Europe,Paid Ads,Standard,35.0,Active,2024-03-22,,29,1015.0,2026-07-10,22,862,0,600.942760942761,49
493,2024-04-13,Europe,Organic Search,Standard,35.0,Active,2024-04-13,,29,1015.0,2026-08-01,0,840,0,600.942760942761,50
626,2024-03-27,Europe,Paid Ads,Standard,35.0,Active,2024-03-27,,29,1015.0,2026-07-15,17,857,0,600.942760942761,51
945,2024-05-08,Europe,Social Media,Standard,35.0,Active,2024-05-08,,28,980.0,2026-07-27,5,815,0,600.942760942761,52
266,2024-05-23,Europe,Organic Search,Standard,35.0,Active,2024-05-23,,27,945.0,2026-07-12,20,800,0,600.942760942761,53
467,2024-06-06,Europe,Social Media,Standard,35.0,Active,2024-06-06,,27,945.0,2026-07-26,6,786,0,600.942760942761,54
709,2024-06-04,Europe,Paid Ads,Standard,35.0,Active,2024-06-04,,27,945.0,2026-07-24,8,788,0,600.942760942761,55
741,2024-06-08,Europe,Social Media,Standard,35.0,Active,2024-06-08,,27,945.0,2026-07-28,4,784,0,600.942760942761,56
919,2024-05-23,Europe,Referral,Standard,35.0,Active,2024-05-23,,27,945.0,2026-07-12,20,800,0,600.942760942761,57
153,2024-06-13,Europe,Organic Search,Standard,35.0,Active,2024-06-13,,26,910.0,2026-07-03,29,779,0,600.942760942761,58
286,2024-07-09,Europe,Organic Search,Standard,35.0,Active,2024-07-09,,26,910.0,2026-07-29,3,753,0,600.942760942761,59
444,2024-07-12,Europe,Paid Ads,Standard,35.0,Active,2024-07-12,,26,910.0,2026-08-01,0,750,0,600.942760942761,60
814,2024-03-27,Europe,Organic Search,Premium,75.0,Cancelled,2024-03-27,2025-03-12,12,900.0,2025-02-20,527,350,1,600.942760942761,61
271,2024-08-02,Europe,Referral,Standard,35.0,Active,2024-08-02,,25,875.0,2026-07-23,9,729,0,600.942760942761,62
376,2024-07-30,Europe,Organic Search,Standard,35.0,Active,2024-07-30,,25,875.0,2026-07-20,12,732,0,600.942760942761,63
408,2024-08-03,Europe,Paid Ads,Standard,35.0,Active,2024-08-03,,25,875.0,2026-07-24,8,728,0,600.942760942761,64
819,2024-07-29,Europe,Organic Search,Standard,35.0,Active,2024-07-29,,25,875.0,2026-07-19,13,733,0,600.942760942761,65
323,2024-08-16,Europe,Referral,Standard,35.0,Active,2024-08-16,,24,840.0,2026-07-07,25,715,0,600.942760942761,66
479,2024-08-24,Europe,Organic Search,Standard,35.0,Active,2024-08-24,,24,840.0,2026-07-15,17,707,0,600.942760942761,67
864,2024-08-17,Europe,Referral,Standard,35.0,Active,2024-08-17,,24,840.0,2026-07-08,24,714,0,600.942760942761,68
904,2024-09-04,Europe,Organic Search,Standard,35.0,Active,2024-09-04,,24,840.0,2026-07-26,6,696,0,600.942760942761,69
224,2024-10-01,Europe,Organic Search,Standard,35.0,Active,2024-10-01,,23,805.0,2026-07-23,9,669,0,600.942760942761,70
505,2024-10-08,Europe,Social Media,Standard,35.0,Active,2024-10-08,,23,805.0,2026-07-30,2,662,0,600.942760942761,71
746,2024-09-20,Europe,Organic Search,Standard,35.0,Active,2024-09-20,,23,805.0,2026-07-12,20,680,0,600.942760942761,72
1035,2024-09-22,Europe,Organic Search,Standard,35.0,Active,2024-09-22,,23,805.0,2026-07-14,18,678,0,600.942760942761,73
1044,2024-10-03,Europe,Paid Ads,Standard,35.0,Active,2024-10-03,,23,805.0,2026-07-25,7,667,0,600.942760942761,74
237,2024-10-15,Europe,Paid Ads,Standard,35.0,Active,2024-10-15,,22,770.0,2026-07-07,25,655,0,600.942760942761,75
402,2024-10-15,Europe,Social Media,Standard,35.0,Active,2024-10-15,,22,770.0,2026-07-07,25,655,0,600.942760942761,76
682,2024-10-30,Europe,Organic Search,Standard,35.0,Active,2024-10-30,,22,770.0,2026-07-22,10,640,0,600.942760942761,77
849,2024-10-21,Europe,Social Media,Standard,35.0,Active,2024-10-21,,22,770.0,2026-07-13,19,649,0,600.942760942761,78
861,2024-11-07,Europe,Organic Search,Standard,35.0,Active,2024-11-07,,22,770.0,2026-07-30,2,632,0,600.942760942761,79
891,2024-10-21,Europe,Paid Ads,Standard,35.0,Active,2024-10-21,,22,770.0,2026-07-13,19,649,0,600.942760942761,80
909,2024-10-31,Europe,Social Media,Standard,35.0,Active,2024-10-31,,22,770.0,2026-07-23,9,639,0,600.942760942761,81
959,2024-11-02,Europe,Referral,Standard,35.0,Active,2024-11-02,,22,770.0,2026-07-25,7,637,0,600.942760942761,82
333,2024-05-05,Europe,Organic Search,Premium,75.0,Cancelled,2024-05-05,2025-02-02,10,750.0,2025-01-30,548,273,1,600.942760942761,83
242,2024-12-01,Europe,Organic Search,Standard,35.0,Active,2024-12-01,,21,735.0,2026-07-24,8,608,0,600.942760942761,84
650,2024-11-21,Europe,Paid Ads,Standard,35.0,Active,2024-11-21,,21,735.0,2026-07-14,18,618,0,600.942760942761,85
833,2024-11-10,Europe,Paid Ads,Standard,35.0,Active,2024-11-10,,21,735.0,2026-07-03,29,629,0,600.942760942761,86
361,2025-01-03,Europe,Paid Ads,Standard,35.0,Active,2025-01-03,,20,700.0,2026-07-27,5,575,0,600.942760942761,87
448,2024-12-31,Europe,Social Media,Standard,35.0,Active,2024-12-31,,20,700.0,2026-07-24,8,578,0,600.942760942761,88
882,2024-12-24,Europe,Paid Ads,Standard,35.0,Active,2024-12-24,,20,700.0,2026-07-17,15,585,0,600.942760942761,89
334,2025-01-05,Europe,Paid Ads,Premium,75.0,Cancelled,2025-01-05,2025-09-07,9,675.0,2025-09-02,333,245,1,600.942760942761,90
116,2025-01-20,Europe,Paid Ads,Standard,35.0,Active,2025-01-20,,19,665.0,2026-07-14,18,558,0,600.942760942761,91
210,2025-01-25,Europe,Referral,Standard,35.0,Active,2025-01-25,,19,665.0,2026-07-19,13,553,0,600.942760942761,92
243,2025-01-18,Europe,Social Media,Standard,35.0,Active,2025-01-18,,19,665.0,2026-07-12,20,560,0,600.942760942761,93
270,2025-02-01,Europe,Paid Ads,Standard,35.0,Active,2025-02-01,,19,665.0,2026-07-26,6,546,0,600.942760942761,94
529,2025-01-11,Europe,Organic Search,Standard,35.0,Active,2025-01-11,,19,665.0,2026-07-05,27,567,0,600.942760942761,95
775,2025-01-26,Europe,Paid Ads,Standard,35.0,Active,2025-01-26,,19,665.0,2026-07-20,12,552,0,600.942760942761,96
1031,2025-02-15,Europe,Social Media,Standard,35.0,Active,2025-02-15,,18,630.0,2026-07-10,22,532,0,600.942760942761,97
445,2024-08-09,Europe,Organic Search,Premium,75.0,Cancelled,2024-08-09,2025-03-09,8,600.0,2025-03-07,512,212,1,600.942760942761,98
992,2024-06-06,Europe,Organic Search,Premium,75.0,Cancelled,2024-06-06,2025-01-09,8,600.0,2025-01-02,576,217,1,600.942760942761,99
117,2025-03-30,Europe,Social Media,Standard,35.0,Active,2025-03-30,,17,595.0,2026-07-23,9,489,0,600.942760942761,100
398,2025-03-25,Europe,Social Media,Standard,35.0,Active,2025-03-25,,17,595.0,2026-07-18,14,494,0,600.942760942761,101
729,2025-03-30,Europe,Organic Search,Standard,35.0,Active,2025-03-30,,17,595.0,2026-07-23,9,489,0,600.942760942761,102
1010,2025-03-24,Europe,Paid Ads,Standard,35.0,Active,2025-03-24,,17,595.0,2026-07-17,15,495,0,600.942760942761,103
1029,2025-03-25,Europe,Social Media,Standard,35.0,Active,2025-03-25,,17,595.0,2026-07-18,14,494,0,600.942760942761,104
183,2025-04-17,Europe,Organic Search,Standard,35.0,Active,2025-04-17,,16,560.0,2026-07-11,21,471,0,600.942760942761,105
317,2025-05-02,Europe,Paid Ads,Standard,35.0,Active,2025-05-02,,16,560.0,2026-07-26,6,456,0,600.942760942761,106
457,2025-04-13,Europe,Paid Ads,Standard,35.0,Active,2025-04-13,,16,560.0,2026-07-07,25,475,0,600.942760942761,107
510,2025-05-04,Europe,Referral,Standard,35.0,Active,2025-05-04,,16,560.0,2026-07-28,4,454,0,600.942760942761,108
678,2025-04-10,Europe,Social Media,Standard,35.0,Active,2025-04-10,,16,560.0,2026-07-04,28,478,0,600.942760942761,109
958,2025-04-13,Europe,Social Media,Standard,35.0,Active,2025-04-13,,16,560.0,2026-07-07,25,475,0,600.942760942761,110
348,2024-07-25,Europe,Social Media,Premium,75.0,Cancelled,2024-07-25,2025-01-26,7,525.0,2025-01-21,557,185,1,600.942760942761,111
414,2024-07-18,Europe,Organic Search,Premium,75.0,Cancelled,2024-07-18,2025-02-09,7,525.0,2025-01-14,564,206,1,600.942760942761,112
521,2025-05-11,Europe,Paid Ads,Standard,35.0,Active,2025-05-11,,15,525.0,2026-07-05,27,447,0,600.942760942761,113
694,2025-05-11,Europe,Organic Search,Standard,35.0,Active,2025-05-11,,15,525.0,2026-07-05,27,447,0,600.942760942761,114
159,2024-01-02,Europe,Organic Search,Basic,15.0,Active,2024-01-02,,32,480.0,2026-07-20,12,942,0,600.942760942761,115
285,2024-01-01,Europe,Organic Search,Basic,15.0,Active,2024-01-01,,32,480.0,2026-07-19,13,943,0,600.942760942761,116
349,2024-01-14,Europe,Paid Ads,Basic,15.0,Active,2024-01-14,,32,480.0,2026-08-01,0,930,0,600.942760942761,117
566,2024-01-13,Europe,Social Media,Basic,15.0,Active,2024-01-13,,32,480.0,2026-07-31,1,931,0,600.942760942761,118
582,2024-01-04,Europe,Paid Ads,Basic,15.0,Active,2024-01-04,,32,480.0,2026-07-22,10,940,0,600.942760942761,119
622,2024-01-07,Europe,Paid Ads,Basic,15.0,Active,2024-01-07,,32,480.0,2026-07-25,7,937,0,600.942760942761,120
989,2024-01-02,Europe,Paid Ads,Basic,15.0,Active,2024-01-02,,32,480.0,2026-07-20,12,942,0,600.942760942761,121
267,2024-01-25,Europe,Organic Search,Basic,15.0,Active,2024-01-25,,31,465.0,2026-07-13,19,919,0,600.942760942761,122
358,2024-01-25,Europe,Referral,Basic,15.0,Active,2024-01-25,,31,465.0,2026-07-13,19,919,0,600.942760942761,123
369,2024-02-09,Europe,Social Media,Basic,15.0,Active,2024-02-09,,31,465.0,2026-07-28,4,904,0,600.942760942761,124
378,2024-02-07,Europe,Organic Search,Basic,15.0,Active,2024-02-07,,31,465.0,2026-07-26,6,906,0,600.942760942761,125
475,2024-02-03,Europe,Referral,Basic,15.0,Active,2024-02-03,,31,465.0,2026-07-22,10,910,0,600.942760942761,126
516,2024-01-16,Europe,Social Media,Basic,15.0,Active,2024-01-16,,31,465.0,2026-07-04,28,928,0,600.942760942761,127
887,2024-02-04,Europe,Social Media,Basic,15.0,Active,2024-02-04,,31,465.0,2026-07-23,9,909,0,600.942760942761,128
1059,2024-01-31,Europe,Organic Search,Basic,15.0,Active,2024-01-31,,31,465.0,2026-07-19,13,913,0,600.942760942761,129
1087,2024-01-20,Europe,Organic Search,Basic,15.0,Active,2024-01-20,,31,465.0,2026-07-08,24,924,0,600.942760942761,130
221,2024-02-16,Europe,Organic Search,Basic,15.0,Active,2024-02-16,,30,450.0,2026-07-05,27,897,0,600.942760942761,131
544,2024-03-08,Europe,Organic Search,Basic,15.0,Active,2024-03-08,,30,450.0,2026-07-26,6,876,0,600.942760942761,132
640,2024-03-06,Europe,Referral,Basic,15.0,Active,2024-03-06,,30,450.0,2026-07-24,8,878,0,600.942760942761,133
967,2024-03-07,Europe,Paid Ads,Basic,15.0,Active,2024-03-07,,30,450.0,2026-07-25,7,877,0,600.942760942761,134
1042,2024-03-02,Europe,Paid Ads,Basic,15.0,Active,2024-03-02,,30,450.0,2026-07-20,12,882,0,600.942760942761,135
142,2024-04-05,Europe,Organic Search,Basic,15.0,Active,2024-04-05,,29,435.0,2026-07-24,8,848,0,600.942760942761,136
193,2024-04-06,Europe,Paid Ads,Basic,15.0,Active,2024-04-06,,29,435.0,2026-07-25,7,847,0,600.942760942761,137
218,2024-04-10,Europe,Referral,Basic,15.0,Active,2024-04-10,,29,435.0,2026-07-29,3,843,0,600.942760942761,138
228,2024-04-05,Europe,Referral,Basic,15.0,Active,2024-04-05,,29,435.0,2026-07-24,8,848,0,600.942760942761,139
595,2024-03-19,Europe,Paid Ads,Basic,15.0,Active,2024-03-19,,29,435.0,2026-07-07,25,865,0,600.942760942761,140
711,2024-03-17,Europe,Organic Search,Basic,15.0,Active,2024-03-17,,29,435.0,2026-07-05,27,867,0,600.942760942761,141
845,2024-04-04,Europe,Organic Search,Basic,15.0,Active,2024-04-04,,29,435.0,2026-07-23,9,849,0,600.942760942761,142
1037,2024-03-24,Europe,Referral,Basic,15.0,Active,2024-03-24,,29,435.0,2026-07-12,20,860,0,600.942760942761,143
1091,2024-04-11,Europe,Paid Ads,Basic,15.0,Active,2024-04-11,,29,435.0,2026-07-30,2,842,0,600.942760942761,144
172,2024-05-08,Europe,Referral,Basic,15.0,Active,2024-05-08,,28,420.0,2026-07-27,5,815,0,600.942760942761,145
175,2024-04-21,Europe,Paid Ads,Basic,15.0,Active,2024-04-21,,28,420.0,2026-07-10,22,832,0,600.942760942761,146
226,2024-05-06,Europe,Paid Ads,Basic,15.0,Active,2024-05-06,,28,420.0,2026-07-25,7,817,0,600.942760942761,147
282,2024-05-05,Europe,Organic Search,Basic,15.0,Active,2024-05-05,,28,420.0,2026-07-24,8,818,0,600.942760942761,148
322,2024-04-21,Europe,Paid Ads,Basic,15.0,Active,2024-04-21,,28,420.0,2026-07-10,22,832,0,600.942760942761,149
359,2024-04-18,Europe,Paid Ads,Basic,15.0,Active,2024-04-18,,28,420.0,2026-07-07,25,835,0,600.942760942761,150
740,2024-05-09,Europe,Organic Search,Basic,15.0,Active,2024-05-09,,28,420.0,2026-07-28,4,814,0,600.942760942761,151
810,2024-10-10,Europe,Referral,Standard,35.0,Cancelled,2024-10-10,2025-09-08,12,420.0,2025-09-05,330,333,1,600.942760942761,152
836,2024-04-22,Europe,Organic Search,Basic,15.0,Active,2024-04-22,,28,420.0,2026-07-11,21,831,0,600.942760942761,153
862,2024-04-20,Europe,Referral,Basic,15.0,Active,2024-04-20,,28,420.0,2026-07-09,23,833,0,600.942760942761,154
1024,2024-04-18,Europe,Paid Ads,Basic,15.0,Active,2024-04-18,,28,420.0,2026-07-07,25,835,0,600.942760942761,155
1058,2024-04-25,Europe,Paid Ads,Basic,15.0,Active,2024-04-25,,28,420.0,2026-07-14,18,828,0,600.942760942761,156
162,2024-06-08,Europe,Paid Ads,Basic,15.0,Active,2024-06-08,,27,405.0,2026-07-28,4,784,0,600.942760942761,157
240,2024-05-26,Europe,Social Media,Basic,15.0,Active,2024-05-26,,27,405.0,2026-07-15,17,797,0,600.942760942761,158
111,2024-06-23,Europe,Paid Ads,Basic,15.0,Active,2024-06-23,,26,390.0,2026-07-13,19,769,0,600.942760942761,159
433,2024-06-28,Europe,Social Media,Basic,15.0,Active,2024-06-28,,26,390.0,2026-07-18,14,764,0,600.942760942761,160
539,2024-06-25,Europe,Paid Ads,Basic,15.0,Active,2024-06-25,,26,390.0,2026-07-15,17,767,0,600.942760942761,161
541,2024-06-26,Europe,Social Media,Basic,15.0,Active,2024-06-26,,26,390.0,2026-07-16,16,766,0,600.942760942761,162
801,2024-07-09,Europe,Organic Search,Basic,15.0,Active,2024-07-09,,26,390.0,2026-07-29,3,753,0,600.942760942761,163
893,2024-06-22,Europe,Organic Search,Basic,15.0,Active,2024-06-22,,26,390.0,2026-07-12,20,770,0,600.942760942761,164
931,2024-06-15,Europe,Social Media,Basic,15.0,Active,2024-06-15,,26,390.0,2026-07-05,27,777,0,600.942760942761,165
