customer_id,signup_date,region,acquisition_channel,plan_type,monthly_price,subscription_status,sub_start_date,sub_end_date,frequency,total_revenue,last_transaction_date,recency_days,tenure_days,is_churned,avg_region_revenue,region_spend_rank,r_score,f_score,m_score,rfm_score,cluster_id,customer_segment,churn_probability,risk_category
1098,2024-12-02,Asia-Pacific,Social Media,Basic,15.0,Active,2024-12-02,,21,315.0,2026-07-25,7,607,0,558.3484162895927,145,5,3,2,10,0,Mid Value,0.0,Low
119,2024-12-25,Asia-Pacific,Paid Ads,Basic,15.0,Active,2024-12-25,,20,300.0,2026-07-18,14,584,0,558.3484162895927,146,4,3,2,9,0,Mid Value,0.0,Low
396,2024-12-18,Asia-Pacific,Paid Ads,Basic,15.0,Active,2024-12-18,,20,300.0,2026-07-11,21,591,0,558.3484162895927,147,3,3,2,8,0,Mid Value,0.0,Low
440,2025-01-13,Asia-Pacific,Paid Ads,Premium,75.0,Cancelled,2025-01-13,2025-05-02,4,300.0,2025-04-13,475,109,1,558.3484162895927,148,1,1,2,4,1,Low Value,1.0,High
635,2024-07-31,Asia-Pacific,Referral,Premium,75.0,Cancelled,2024-07-31,2024-11-22,4,300.0,2024-10-29,641,114,1,558.3484162895927,149,1,1,2,4,1,Low Value,1.0,High
476,2025-01-12,Asia-Pacific,Organic Search,Basic,15.0,Active,2025-01-12,,19,285.0,2026-07-06,26,566,0,558.3484162895927,150,2,3,2,7,0,Mid Value,0.0,Low
579,2025-01-29,Asia-Pacific,Paid Ads,Basic,15.0,Active,2025-01-29,,19,285.0,2026-07-23,9,549,0,558.3484162895927,151,4,3,2,9,0,Mid Value,0.0,Low
598,2025-02-07,Asia-Pacific,Paid Ads,Basic,15.0,Active,2025-02-07,,19,285.0,2026-08-01,0,540,0,558.3484162895927,152,5,3,2,10,0,Mid Value,0.0,Low
924,2025-01-17,Asia-Pacific,Referral,Basic,15.0,Active,2025-01-17,,19,285.0,2026-07-11,21,561,0,558.3484162895927,153,3,3,2,8,0,Mid Value,0.0,Low
535,2025-01-07,Asia-Pacific,Organic Search,Standard,35.0,Cancelled,2025-01-07,2025-08-25,8,280.0,2025-08-05,361,230,1,558.3484162895927,154,2,1,2,5,1,Low Value,1.0,High
661,2024-06-04,Asia-Pacific,Paid Ads,Standard,35.0,Cancelled,2024-06-04,2025-01-08,8,280.0,2024-12-31,578,218,1,558.3484162895927,155,1,1,2,4,1,Low Value,1.0,High
830,2025-02-03,Asia-Pacific,Referral,Standard,35.0,Cancelled,2025-02-03,2025-09-13,8,280.0,2025-09-01,334,222,1,558.3484162895927,156,2,1,2,5,1,Low Value,1.0,High
201,2025-02-19,Asia-Pacific,Paid Ads,Basic,15.0,Active,2025-02-19,,18,270.0,2026-07-14,18,528,0,558.3484162895927,157,3,2,2,7,0,Mid Value,0.0,Low
275,2025-03-09,Asia-Pacific,Organic Search,Basic,15.0,Active,2025-03-09,,18,270.0,2026-08-01,0,510,0,558.3484162895927,158,5,2,2,9,0,Mid Value,0.0,Low
501,2025-04-08,Asia-Pacific,Organic Search,Basic,15.0,Active,2025-04-08,,17,255.0,2026-08-01,0,480,0,558.3484162895927,159,5,2,2,9,0,Mid Value,0.0,Low
578,2025-03-11,Asia-Pacific,Organic Search,Basic,15.0,Active,2025-03-11,,17,255.0,2026-07-04,28,508,0,558.3484162895927,160,2,2,2,6,0,Mid Value,0.0,Low
766,2025-04-06,Asia-Pacific,Referral,Basic,15.0,Active,2025-04-06,,17,255.0,2026-07-30,2,482,0,558.3484162895927,161,5,2,2,9,0,Mid Value,0.0,Low
884,2025-04-05,Asia-Pacific,Paid Ads,Basic,15.0,Active,2025-04-05,,17,255.0,2026-07-29,3,483,0,558.3484162895927,162,5,2,2,9,0,Mid Value,0.0,Low
245,2025-02-20,Asia-Pacific,Social Media,Standard,35.0,Cancelled,2025-02-20,2025-09-02,7,245.0,2025-08-19,347,194,1,558.3484162895927,163,2,1,2,5,1,Low Value,1.0,High
273,2025-05-06,Asia-Pacific,Social Media,Basic,15.0,Active,2025-05-06,,16,240.0,2026-07-30,2,452,0,558.3484162895927,164,5,2,2,9,0,Mid Value,0.0,Low
321,2025-04-22,Asia-Pacific,Paid Ads,Basic,15.0,Active,2025-04-22,,16,240.0,2026-07-16,16,466,0,558.3484162895927,165,4,2,2,8,0,Mid Value,0.0,Low
1046,2025-04-30,Asia-Pacific,Paid Ads,Basic,15.0,Active,2025-04-30,,16,240.0,2026-07-24,8,458,0,558.3484162895927,166,5,2,2,9,0,Mid Value,0.0,Low
319,2025-03-13,Asia-Pacific,Paid Ads,Premium,75.0,Cancelled,2025-03-13,2025-06-08,3,225.0,2025-05-12,446,87,1,558.3484162895927,167,1,1,2,4,1,Low Value,1.0,High
1070,2025-05-10,Asia-Pacific,Social Media,Basic,15.0,Active,2025-05-10,,15,225.0,2026-07-04,28,448,0,558.3484162895927,168,2,2,2,6,0,Mid Value,0.0,Low
483,2024-10-18,Asia-Pacific,Organic Search,Basic,15.0,Cancelled,2024-10-18,2025-10-08,12,180.0,2025-09-13,322,355,1,558.3484162895927,169,2,2,1,5,1,Low Value,1.0,High
606,2024-10-27,Asia-Pacific,Social Media,Basic,15.0,Cancelled,2024-10-27,2025-09-30,12,180.0,2025-09-22,313,338,1,558.3484162895927,170,2,2,1,5,1,Low Value,1.0,High
961,2024-09-29,Asia-Pacific,Paid Ads,Basic,15.0,Cancelled,2024-09-29,2025-09-17,12,180.0,2025-08-25,341,353,1,558.3484162895927,171,2,2,1,5,1,Low Value,1.0,High
783,2024-09-23,Asia-Pacific,Paid Ads,Standard,35.0,Cancelled,2024-09-23,2025-02-09,5,175.0,2025-01-21,557,139,1,558.3484162895927,172,1,1,1,3,1,Low Value,1.0,High
1014,2024-07-08,Asia-Pacific,Social Media,Standard,35.0,Cancelled,2024-07-08,2024-11-10,5,175.0,2024-11-05,634,125,1,558.3484162895927,173,1,1,1,3,1,Low Value,1.0,High
164,2024-09-11,Asia-Pacific,Paid Ads,Basic,15.0,Cancelled,2024-09-11,2025-08-02,11,165.0,2025-07-08,389,325,1,558.3484162895927,174,2,2,1,5,1,Low Value,1.0,High
166,2024-08-27,Asia-Pacific,Organic Search,Basic,15.0,Cancelled,2024-08-27,2025-07-12,11,165.0,2025-06-23,404,319,1,558.3484162895927,175,2,2,1,5,1,Low Value,1.0,High
342,2024-12-11,Asia-Pacific,Organic Search,Basic,15.0,Cancelled,2024-12-11,2025-11-02,11,165.0,2025-10-07,298,326,1,558.3484162895927,176,2,2,1,5,1,Low Value,1.0,High
702,2025-05-12,Asia-Pacific,Paid Ads,Basic,15.0,Cancelled,2025-05-12,2026-03-15,11,165.0,2026-03-08,146,307,1,558.3484162895927,177,2,2,1,5,0,Mid Value,1.0,High
101,2024-04-12,Asia-Pacific,Organic Search,Premium,75.0,Cancelled,2024-04-12,2024-06-02,2,150.0,2024-05-12,811,51,1,558.3484162895927,178,1,1,1,3,1,Low Value,1.0,High
311,2024-11-06,Asia-Pacific,Social Media,Premium,75.0,Cancelled,2024-11-06,2024-12-31,2,150.0,2024-12-06,603,55,1,558.3484162895927,179,1,1,1,3,1,Low Value,1.0,High
770,2024-09-22,Asia-Pacific,Organic Search,Basic,15.0,Cancelled,2024-09-22,2025-07-06,10,150.0,2025-06-19,408,287,1,558.3484162895927,180,2,2,1,5,1,Low Value,1.0,High
827,2024-07-08,Asia-Pacific,Paid Ads,Basic,15.0,Cancelled,2024-07-08,2025-04-05,10,150.0,2025-04-04,484,271,1,558.3484162895927,181,1,2,1,4,1,Low Value,1.0,High
908,2024-05-10,Asia-Pacific,Organic Search,Basic,15.0,Cancelled,2024-05-10,2025-02-24,10,150.0,2025-02-04,543,290,1,558.3484162895927,182,1,2,1,4,1,Low Value,1.0,High
957,2024-06-04,Asia-Pacific,Organic Search,Basic,15.0,Cancelled,2024-06-04,2025-03-30,10,150.0,2025-03-01,518,299,1,558.3484162895927,183,1,2,1,4,1,Low Value,1.0,High
313,2024-01-23,Asia-Pacific,Social Media,Basic,15.0,Cancelled,2024-01-23,2024-09-25,9,135.0,2024-09-19,681,246,1,558.3484162895927,184,1,1,1,3,1,Low Value,1.0,High
394,2025-02-05,Asia-Pacific,Paid Ads,Basic,15.0,Cancelled,2025-02-05,2025-10-15,9,135.0,2025-10-03,302,252,1,558.3484162895927,185,2,1,1,4,1,Low Value,1.0,High
817,2024-05-27,Asia-Pacific,Paid Ads,Basic,15.0,Cancelled,2024-05-27,2025-02-14,9,135.0,2025-01-22,556,263,1,558.3484162895927,186,1,1,1,3,1,Low Value,1.0,High
971,2025-01-27,Asia-Pacific,Referral,Basic,15.0,Cancelled,2025-01-27,2025-10-06,9,135.0,2025-09-24,311,252,1,558.3484162895927,187,2,1,1,4,1,Low Value,1.0,High
148,2024-10-12,Asia-Pacific,Paid Ads,Basic,15.0,Cancelled,2024-10-12,2025-05-28,8,120.0,2025-05-10,448,228,1,558.3484162895927,188,1,1,1,3,1,Low Value,1.0,High
466,2024-12-07,Asia-Pacific,Organic Search,Basic,15.0,Cancelled,2024-12-07,2025-07-23,8,120.0,2025-07-05,392,228,1,558.3484162895927,189,2,1,1,4,1,Low Value,1.0,High
844,2024-07-31,Asia-Pacific,Social Media,Basic,15.0,Cancelled,2024-07-31,2025-03-25,8,120.0,2025-02-26,521,237,1,558.3484162895927,190,1,1,1,3,1,Low Value,1.0,High
231,2024-10-04,Asia-Pacific,Organic Search,Standard,35.0,Cancelled,2024-10-04,2024-12-30,3,105.0,2024-12-03,606,87,1,558.3484162895927,191,1,1,1,3,1,Low Value,1.0,High
306,2024-10-15,Asia-Pacific,Paid Ads,Standard,35.0,Cancelled,2024-10-15,2025-01-10,3,105.0,2024-12-14,595,87,1,558.3484162895927,192,1,1,1,3,1,Low Value,1.0,High
367,2024-11-13,Asia-Pacific,Organic Search,Standard,35.0,Cancelled,2024-11-13,2025-01-30,3,105.0,2025-01-12,566,78,1,558.3484162895927,193,1,1,1,3,1,Low Value,1.0,High
442,2024-10-12,Asia-Pacific,Paid Ads,Basic,15.0,Cancelled,2024-10-12,2025-05-07,7,105.0,2025-04-10,478,207,1,558.3484162895927,194,1,1,1,3,1,Low Value,1.0,High
687,2025-01-15,Asia-Pacific,Social Media,Standard,35.0,Cancelled,2025-01-15,2025-04-07,3,105.0,2025-03-16,503,82,1,558.3484162895927,195,1,1,1,3,1,Low Value,1.0,High
697,2024-03-25,Asia-Pacific,Paid Ads,Standard,35.0,Cancelled,2024-03-25,2024-06-21,3,105.0,2024-05-24,799,88,1,558.3484162895927,196,1,1,1,3,1,Low Value,1.0,High
710,2025-02-23,Asia-Pacific,Paid Ads,Basic,15.0,Cancelled,2025-02-23,2025-09-04,7,105.0,2025-08-22,344,193,1,558.3484162895927,197,2,1,1,4,1,Low Value,1.0,High
858,2024-01-12,Asia-Pacific,Organic Search,Basic,15.0,Cancelled,2024-01-12,2024-07-29,7,105.0,2024-07-10,752,199,1,558.3484162895927,198,1,1,1,3,1,Low Value,1.0,High
207,2025-01-27,Asia-Pacific,Paid Ads,Basic,15.0,Cancelled,2025-01-27,2025-06-28,6,90.0,2025-06-26,401,152,1,558.3484162895927,199,2,1,1,4,1,Low Value,1.0,High
121,2024-07-09,Asia-Pacific,Paid Ads,Basic,15.0,Cancelled,2024-07-09,2024-11-06,5,75.0,2024-11-06,633,120,1,558.3484162895927,200,1,1,1,3,1,Low Value,1.0,High
480,2024-06-21,Asia-Pacific,Paid Ads,Basic,15.0,Cancelled,2024-06-21,2024-11-16,5,75.0,2024-10-19,651,148,1,558.3484162895927,201,1,1,1,3,1,Low Value,1.0,High
543,2024-04-29,Asia-Pacific,Organic Search,Basic,15.0,Cancelled,2024-04-29,2024-09-23,5,75.0,2024-08-27,704,147,1,558.3484162895927,202,1,1,1,3,1,Low Value,1.0,High
623,2025-01-24,Asia-Pacific,Paid Ads,Basic,15.0,Cancelled,2025-01-24,2025-06-04,5,75.0,2025-05-24,434,131,1,558.3484162895927,203,1,1,1,3,1,Low Value,1.0,High
779,2024-11-11,Asia-Pacific,Organic Search,Basic,15.0,Cancelled,2024-11-11,2025-03-16,5,75.0,2025-03-11,508,125,1,558.3484162895927,204,1,1,1,3,1,Low Value,1.0,High
788,2024-02-09,Asia-Pacific,Paid Ads,Basic,15.0,Cancelled,2024-02-09,2024-07-06,5,75.0,2024-06-08,784,148,1,558.3484162895927,205,1,1,1,3,1,Low Value,1.0,High
843,2024-10-11,Asia-Pacific,Organic Search,Basic,15.0,Cancelled,2024-10-11,2025-02-24,5,75.0,2025-02-08,539,136,1,558.3484162895927,206,1,1,1,3,1,Low Value,1.0,High
856,2024-04-21,Asia-Pacific,Paid Ads,Basic,15.0,Cancelled,2024-04-21,2024-08-28,5,75.0,2024-08-19,712,129,1,558.3484162895927,207,1,1,1,3,1,Low Value,1.0,High
869,2024-02-24,Asia-Pacific,Organic Search,Basic,15.0,Cancelled,2024-02-24,2024-07-15,5,75.0,2024-06-23,769,142,1,558.3484162895927,208,1,1,1,3,1,Low Value,1.0,High
874,2024-04-26,Asia-Pacific,Paid Ads,Basic,15.0,Cancelled,2024-04-26,2024-08-25,5,75.0,2024-08-24,707,121,1,558.3484162895927,209,1,1,1,3,1,Low Value,1.0,High
1043,2024-10-05,Asia-Pacific,Organic Search,Basic,15.0,Cancelled,2024-10-05,2025-02-11,5,75.0,2025-02-02,545,129,1,558.3484162895927,210,1,1,1,3,1,Low Value,1.0,High
714,2024-11-07,Asia-Pacific,Organic Search,Standard,35.0,Cancelled,2024-11-07,2024-12-15,2,70.0,2024-12-07,602,38,1,558.3484162895927,211,1,1,1,3,1,Low Value,1.0,High
136,2024-08-01,Asia-Pacific,Paid Ads,Basic,15.0,Cancelled,2024-08-01,2024-11-06,4,60.0,2024-10-30,640,97,1,558.3484162895927,212,1,1,1,3,1,Low Value,1.0,High
482,2024-11-05,Asia-Pacific,Organic Search,Basic,15.0,Cancelled,2024-11-05,2025-02-13,4,60.0,2025-02-03,544,100,1,558.3484162895927,213,1,1,1,3,1,Low Value,1.0,High
652,2025-03-24,Asia-Pacific,Organic Search,Basic,15.0,Cancelled,2025-03-24,2025-07-12,4,60.0,2025-06-22,405,110,1,558.3484162895927,214,2,1,1,4,1,Low Value,1.0,High
857,2024-03-26,Asia-Pacific,Social Media,Basic,15.0,Cancelled,2024-03-26,2024-07-21,4,60.0,2024-06-24,768,117,1,558.3484162895927,215,1,1,1,3,1,Low Value,1.0,High
523,2025-01-11,Asia-Pacific,Paid Ads,Basic,15.0,Cancelled,2025-01-11,2025-04-02,3,45.0,2025-03-12,507,81,1,558.3484162895927,216,1,1,1,3,1,Low Value,1.0,High
553,2024-02-09,Asia-Pacific,Paid Ads,Basic,15.0,Cancelled,2024-02-09,2024-04-15,3,45.0,2024-04-09,844,66,1,558.3484162895927,217,1,1,1,3,1,Low Value,1.0,High
981,2024-07-24,Asia-Pacific,Paid Ads,Basic,15.0,Cancelled,2024-07-24,2024-10-05,3,45.0,2024-09-22,678,73,1,558.3484162895927,218,1,1,1,3,1,Low Value,1.0,High
1039,2024-10-22,Asia-Pacific,Referral,Basic,15.0,Cancelled,2024-10-22,2024-12-21,3,45.0,2024-12-21,588,60,1,558.3484162895927,219,1,1,1,3,1,Low Value,1.0,High
188,2024-05-14,Asia-Pacific,Paid Ads,Basic,15.0,Cancelled,2024-05-14,2024-07-01,2,30.0,2024-06-13,779,48,1,558.3484162895927,220,1,1,1,3,1,Low Value,1.0,High
767,2025-03-11,Asia-Pacific,Paid Ads,Basic,15.0,Cancelled,2025-03-11,2025-04-10,2,30.0,2025-04-10,478,30,1,558.3484162895927,221,1,1,1,3,1,Low Value,1.0,High
548,2024-01-25,Europe,Organic Search,Premium,75.0,Active,2024-01-25,,31,2325.0,2026-07-13,19,919,0,600.942760942761,1,3,5,5,13,2,VIP,0.0,Low
643,2024-01-18,Europe,Referral,Premium,75.0,Active,2024-01-18,,31,2325.0,2026-07-06,26,926,0,600.942760942761,2,2,5,5,12,2,VIP,0.0,Low
1023,2024-01-19,Europe,Social Media,Premium,75.0,Active,2024-01-19,,31,2325.0,2026-07-07,25,925,0,600.942760942761,3,2,5,5,12,2,VIP,0.0,Low
890,2024-03-10,Europe,Organic Search,Premium,75.0,Active,2024-03-10,,30,2250.0,2026-07-28,4,874,0,600.942760942761,4,5,5,5,15,2,VIP,0.0,Low
213,2024-04-01,Europe,Paid Ads,Premium,75.0,Active,2024-04-01,,29,2175.0,2026-07-20,12,852,0,600.942760942761,5,4,5,5,14,2,VIP,0.0,Low
502,2024-03-29,Europe,Referral,Premium,75.0,Active,2024-03-29,,29,2175.0,2026-07-17,15,855,0,600.942760942761,6,4,5,5,14,2,VIP,0.0,Low
615,2024-03-30,Europe,Social Media,Premium,75.0,Active,2024-03-30,,29,2175.0,2026-07-18,14,854,0,600.942760942761,7,4,5,5,14,2,VIP,0.0,Low
693,2024-04-02,Europe,Organic Search,Premium,75.0,Active,2024-04-02,,29,2175.0,2026-07-21,11,851,0,600.942760942761,8,4,5,5,14,2,VIP,0.0,Low
411,2024-04-24,Europe,Paid Ads,Premium,75.0,Active,2024-04-24,,28,2100.0,2026-07-13,19,829,0,600.942760942761,9,3,5,5,13,2,VIP,0.0,Low
1056,2024-05-05,Europe,Organic Search,Premium,75.0,Active,2024-05-05,,28,2100.0,2026-07-24,8,818,0,600.942760942761,10,5,5,5,15,2,VIP,0.0,Low
670,2024-07-02,Europe,Paid Ads,Premium,75.0,Active,2024-07-02,,26,1950.0,2026-07-22,10,760,0,600.942760942761,11,4,4,5,13,2,VIP,0.0,Low
717,2024-06-21,Europe,Social Media,Premium,75.0,Active,2024-06-21,,26,1950.0,2026-07-11,21,771,0,600.942760942761,12,3,4,5,12,2,VIP,0.0,Low
795,2024-08-06,Europe,Referral,Premium,75.0,Active,2024-08-06,,25,1875.0,2026-07-27,5,725,0,600.942760942761,13,5,4,5,14,2,VIP,0.0,Low
955,2024-08-03,Europe,Social Media,Premium,75.0,Active,2024-08-03,,25,1875.0,2026-07-24,8,728,0,600.942760942761,14,5,4,5,14,2,VIP,0.0,Low
972,2024-07-28,Europe,Social Media,Premium,75.0,Active,2024-07-28,,25,1875.0,2026-07-18,14,734,0,600.942760942761,15,4,4,5,13,2,VIP,0.0,Low
238,2024-09-06,Europe,Paid Ads,Premium,75.0,Active,2024-09-06,,24,1800.0,2026-07-28,4,694,0,600.942760942761,16,5,4,5,14,2,VIP,0.0,Low
305,2024-08-29,Europe,Organic Search,Premium,75.0,Active,2024-08-29,,24,1800.0,2026-07-20,12,702,0,600.942760942761,17,4,4,5,13,2,VIP,0.0,Low
344,2024-09-05,Europe,Referral,Premium,75.0,Active,2024-09-05,,24,1800.0,2026-07-27,5,695,0,600.942760942761,18,5,4,5,14,2,VIP,0.0,Low
787,2024-09-08,Europe,Paid Ads,Premium,75.0,Active,2024-09-08,,24,1800.0,2026-07-30,2,692,0,600.942760942761,19,5,4,5,14,2,VIP,0.0,Low
695,2024-09-23,Europe,Referral,Premium,75.0,Active,2024-09-23,,23,1725.0,2026-07-15,17,677,0,600.942760942761,20,3,4,5,12,2,VIP,0.0,Low
498,2024-11-06,Europe,Organic Search,Premium,75.0,Active,2024-11-06,,22,1650.0,2026-07-29,3,633,0,600.942760942761,21,5,3,5,13,2,VIP,0.0,Low
748,2024-11-06,Europe,Organic Search,Premium,75.0,Active,2024-11-06,,22,1650.0,2026-07-29,3,633,0,600.942760942761,22,5,3,5,13,2,VIP,0.0,Low
765,2024-10-17,Europe,Paid Ads,Premium,75.0,Active,2024-10-17,,22,1650.0,2026-07-09,23,653,0,600.942760942761,23,3,3,5,11,2,VIP,0.0,Low
707,2024-11-29,Europe,Organic Search,Premium,75.0,Active,2024-11-29,,21,1575.0,2026-07-22,10,610,0,600.942760942761,24,4,3,5,12,2,VIP,0.0,Low
104,2025-01-07,Europe,Referral,Premium,75.0,Active,2025-01-07,,20,1500.0,2026-07-31,1,571,0,600.942760942761,25,5,3,5,13,2,VIP,0.0,Low
169,2024-12-11,Europe,Organic Search,Premium,75.0,Active,2024-12-11,,20,1500.0,2026-07-04,28,598,0,600.942760942761,26,2,3,5,10,2,VIP,0.0,Low
450,2024-12-14,Europe,Paid Ads,Premium,75.0,Active,2024-12-14,,20,1500.0,2026-07-07,25,595,0,600.942760942761,27,2,3,5,10,2,VIP,0.0,Low
384,2025-02-02,Europe,Paid Ads,Premium,75.0,Active,2025-02-02,,19,1425.0,2026-07-27,5,545,0,600.942760942761,28,5,3,5,13,2,VIP,0.0,Low
460,2025-02-06,Europe,Paid Ads,Premium,75.0,Active,2025-02-06,,19,1425.0,2026-07-31,1,541,0,600.942760942761,29,5,3,5,13,2,VIP,0.0,Low
304,2025-02-12,Europe,Social Media,Premium,75.0,Active,2025-02-12,,18,1350.0,2026-07-07,25,535,0,600.942760942761,30,2,2,5,9,2,VIP,0.0,Low
797,2025-02-26,Europe,Paid Ads,Premium,75.0,Active,2025-02-26,,18,1350.0,2026-07-21,11,521,0,600.942760942761,31,4,2,5,11,2,VIP,0.0,Low
811,2025-03-18,Europe,Organic Search,Premium,75.0,Active,2025-03-18,,17,1275.0,2026-07-11,21,501,0,600.942760942761,32,3,2,5,10,2,VIP,0.0,Low
960,2025-03-16,Europe,Paid Ads,Premium,75.0,Active,2025-03-16,,17,1275.0,2026-07-09,23,503,0,600.942760942761,33,3,2,5,10,2,VIP,0.0,Low
854,2025-04-17,Europe,Referral,Premium,75.0,Active,2025-04-17,,16,1200.0,2026-07-11,21,471,0,600.942760942761,34,3,2,5,10,2,VIP,0.0,Low
1071,2025-05-03,Europe,Paid Ads,Premium,75.0,Active,2025-05-03,,16,1200.0,2026-07-27,5,455,0,600.942760942761,35,5,2,5,12,2,VIP,0.0,Low
293,2024-01-01,Europe,Paid Ads,Standard,35.0,Active,2024-01-01,,32,1120.0,2026-07-19,13,943,0,600.942760942761,36,4,5,5,14,3,High Value,0.0,Low
612,2024-01-02,Europe,Social Media,Standard,35.0,Active,2024-01-02,,32,1120.0,2026-07-20,12,942,0,600.942760942761,37,4,5,5,14,3,High Value,0.0,Low
492,2024-01-17,Europe,Referral,Standard,35.0,Active,2024-01-17,,31,1085.0,2026-07-05,27,927,0,600.942760942761,38,2,5,5,12,3,High Value,0.0,Low
780,2024-02-12,Europe,Referral,Standard,35.0,Active,2024-02-12,,31,1085.0,2026-07-31,1,901,0,600.942760942761,39,5,5,5,15,3,High Value,0.0,Low
102,2024-03-12,Europe,Organic Search,Standard,35.0,Active,2024-03-12,,30,1050.0,2026-07-30,2,872,0,600.942760942761,40,5,5,5,15,3,High Value,0.0,Low
120,2024-02-23,Europe,Organic Search,Standard,35.0,Active,2024-02-23,,30,1050.0,2026-07-12,20,890,0,600.942760942761,41,3,5,5,13,3,High Value,0.0,Low
261,2024-03-02,Europe,Paid Ads,Standard,35.0,Active,2024-03-02,,30,1050.0,2026-07-20,12,882,0,600.942760942761,42,4,5,5,14,3,High Value,0.0,Low
400,2024-03-07,Europe,Paid Ads,Standard,35.0,Active,2024-03-07,,30,1050.0,2026-07-25,7,877,0,600.942760942761,43,5,5,5,15,3,High Value,0.0,Low
603,2024-03-04,Europe,Organic Search,Standard,35.0,Active,2024-03-04,,30,1050.0,2026-07-22,10,880,0,600.942760942761,44,4,5,5,14,3,High Value,0.0,Low
708,2024-02-21,Europe,Social Media,Standard,35.0,Active,2024-02-21,,30,1050.0,2026-07-10,22,892,0,600.942760942761,45,3,5,5,13,3,High Value,0.0,Low
1057,2024-03-04,Europe,Paid Ads,Standard,35.0,Active,2024-03-04,,30,1050.0,2026-07-22,10,880,0,600.942760942761,46,4,5,5,14,3,High Value,0.0,Low
1090,2024-03-10,Europe,Paid Ads,Standard,35.0,Active,2024-03-10,,30,1050.0,2026-07-28,4,874,0,600.942760942761,47,5,5,5,15,3,High Value,0.0,Low
165,2024-04-07,Europe,Paid Ads,Standard,35.0,Active,2024-04-07,,29,1015.0,2026-07-26,6,846,0,600.942760942761,48,5,5,5,15,3,High Value,0.0,Low
303,2024-03-22,Europe,Paid Ads,Standard,35.0,Active,2024-03-22,,29,1015.0,2026-07-10,22,862,0,600.942760942761,49,3,5,5,13,3,High Value,0.0,Low
493,2024-04-13,Europe,Organic Search,Standard,35.0,Active,2024-04-13,,29,1015.0,2026-08-01,0,840,0,600.942760942761,50,5,5,5,15,3,High Value,0.0,Low
626,2024-03-27,Europe,Paid Ads,Standard,35.0,Active,2024-03-27,,29,1015.0,2026-07-15,17,857,0,600.942760942761,51,3,5,5,13,3,High Value,0.0,Low
945,2024-05-08,Europe,Social Media,Standard,35.0,Active,2024-05-08,,28,980.0,2026-07-27,5,815,0,600.942760942761,52,5,5,5,15,3,High Value,0.0,Low
266,2024-05-23,Europe,Organic Search,Standard,35.0,Active,2024-05-23,,27,945.0,2026-07-12,20,800,0,600.942760942761,53,3,4,5,12,3,High Value,0.0,Low
467,2024-06-06,Europe,Social Media,Standard,35.0,Active,2024-06-06,,27,945.0,2026-07-26,6,786,0,600.942760942761,54,5,4,5,14,3,High Value,0.0,Low
709,2024-06-04,Europe,Paid Ads,Standard,35.0,Active,2024-06-04,,27,945.0,2026-07-24,8,788,0,600.942760942761,55,5,4,5,14,3,High Value,0.0,Low
741,2024-06-08,Europe,Social Media,Standard,35.0,Active,2024-06-08,,27,945.0,2026-07-28,4,784,0,600.942760942761,56,5,4,5,14,3,High Value,0.0,Low
919,2024-05-23,Europe,Referral,Standard,35.0,Active,2024-05-23,,27,945.0,2026-07-12,20,800,0,600.942760942761,57,3,4,5,12,3,High Value,0.0,Low
153,2024-06-13,Europe,Organic Search,Standard,35.0,Active,2024-06-13,,26,910.0,2026-07-03,29,779,0,600.942760942761,58,2,4,5,11,3,High Value,0.0,Low
286,2024-07-09,Europe,Organic Search,Standard,35.0,Active,2024-07-09,,26,910.0,2026-07-29,3,753,0,600.942760942761,59,5,4,5,14,3,High Value,0.0,Low
444,2024-07-12,Europe,Paid Ads,Standard,35.0,Active,2024-07-12,,26,910.0,2026-08-01,0,750,0,600.942760942761,60,5,4,5,14,3,High Value,0.0,Low
814,2024-03-27,Europe,Organic Search,Premium,75.0,Cancelled,2024-03-27,2025-03-12,12,900.0,2025-02-20,527,350,1,600.942760942761,61,1,2,4,7,1,Low Value,1.0,High
271,2024-08-02,Europe,Referral,Standard,35.0,Active,2024-08-02,,25,875.0,2026-07-23,9,729,0,600.942760942761,62,4,4,4,12,3,High Value,0.0,Low
376,2024-07-30,Europe,Organic Search,Standard,35.0,Active,2024-07-30,,25,875.0,2026-07-20,12,732,0,600.942760942761,63,4,4,4,12,3,High Value,0.0,Low
408,2024-08-03,Europe,Paid Ads,Standard,35.0,Active,2024-08-03,,25,875.0,2026-07-24,8,728,0,600.942760942761,64,5,4,4,13,3,High Value,0.0,Low
819,2024-07-29,Europe,Organic Search,Standard,35.0,Active,2024-07-29,,25,875.0,2026-07-19,13,733,0,600.942760942761,65,4,4,4,12,3,High Value,0.0,Low
323,2024-08-16,Europe,Referral,Standard,35.0,Active,2024-08-16,,24,840.0,2026-07-07,25,715,0,600.942760942761,66,2,4,4,10,3,High Value,0.0,Low
479,2024-08-24,Europe,Organic Search,Standard,35.0,Active,2024-08-24,,24,840.0,2026-07-15,17,707,0,600.942760942761,67,3,4,4,11,3,High Value,0.0,Low
864,2024-08-17,Europe,Referral,Standard,35.0,Active,2024-08-17,,24,840.0,2026-07-08,24,714,0,600.942760942761,68,3,4,4,11,3,High Value,0.0,Low
904,2024-09-04,Europe,Organic Search,Standard,35.0,Active,2024-09-04,,24,840.0,2026-07-26,6,696,0,600.942760942761,69,5,4,4,13,3,High Value,0.0,Low
